ID;nomArch;coteArch;dateEntree;nature;modeEntree;servProd;typeProd;activiteProd;descContenu;natureSupport;mlEntree;nbreArt
75;Archives municipales d'Avignon;27Z;09/04/2004;Archives publiques;Versement;;;Cabinet Michel Chirinian;1 dossier Festival 2003 (annulation, articles problèmes intermittents);;0,15;1
76;Archives municipales d'Avignon;777W;04/05/2004;Archives publiques;Versement;;;Opéra;"1 carton contenant les contrats des spectacles et la location des partitions (1992-2002) ; 1 carton contenant les BP, reports de frais de fonctionnement, bordereaux-mandats, virements crédits (1998-2003)";;2;2
77;Archives municipales d'Avignon;778W;04/05/2004;Archives publiques;Versement;;;Opéra;4 cartons contenant des bons de commande et des factures de fonctionnement (1994-2001) (documents éliminables à 5 ans);;4;4
78;Archives municipales d'Avignon;779W;26/04/2004;Archives publiques;Versement;;;Aménagement urbain;Dossiers de la réhabilitation de la Balance, dossiers de la ZUP Avignon sud.;;5;46
79;Archives municipales d'Avignon;773W;04/05/2004;Archives publiques;Versement;;;Hygiène;11articles éliminables : chronos et fournitures de produits pharmaceutiques aux écoles.;;1,1;11
80;Archives municipales d'Avignon;774W;04/05/2004;Archives publiques;Versement;;;Direction générale des services techniques;5 articles dossiers de suivi d'affaires, 2 articles chrono 1998.;;0,7;7
81;Archives municipales d'Avignon;775W;04/05/2004;Archives publiques;Versement;;;Direction générale des services techniques;6 articles chronos départ 1996-1999.;;0,6;6
82;Archives municipales d'Avignon;781W;04/05/2004;Archives publiques;Versement;;;Secrétariat général;5 articles factures et bordereaux d'envoi.;;0,5;5
83;Archives municipales d'Avignon;780W;04/05/2004;Archives publiques;Versement;;;Secrétariat général;7 articles listes enregistrement courrier et certificats d'affichage 2002-2003.;;0,7;7
84;Archives municipales d'Avignon;768W;04/05/2004;Archives publiques;Versement;;;Personnel-gestion;Documents éliminables, cellule 1 : 14 articles éléments variables de paie, contrat maintien de salaire, supplément familial (2002);;1,4;14
85;Archives municipales d'Avignon;769W;04/05/2004;Archives publiques;Versement;;;Personnel-gestion;Documents éliminables, cellule 2 : 19 articles éléments variables de paie, contrat maintien de salaire, supplément familial de traitement (2002).;;1,9;19
86;Archives municipales d'Avignon;770W;04/05/2004;Archives publiques;Versement;;;Personnel-gestion;Documents à conserver, cellule 1 : 28 articles dossiers individuels et dossiers accidents de travail (2002).;;2,8;28
87;Archives municipales d'Avignon;771W;04/05/2004;Archives publiques;Versement;;;Personnel-gestion;Documents à conserver, cellule 2 : 107 articles dossiers individuels, dossiers accidents de travail, bulletins de salaire (2000-2002).;;11;107
90;Archives municipales d'Avignon;784W;10/06/2004;Archives publiques;Versement;;;Personnel-gestion;Versement dossiers du personnel (gestion des non titulaires) + éléments variables de paie;;11,5;175
91;Archives municipales d'Avignon;782W;23/06/2004;Archives publiques;Versement;;;Technologies de l'information et de la communication;45 articles de chronos et de dossiers de mise en oeuvre et de suivi de l'informatisation des services municipaux.;;7;0
93;Archives municipales d'Avignon;783W;06/07/2004;Archives publiques;Versement;;;Contentieux;25 boites d'affaires contentieuses;;5;25
94;Archives municipales d'Avignon;786W;04/08/2004;Archives publiques;Versement;;;Secrétariat général;18 chemises contenant les dossiers de séances du conseil municipal de 2000.;;1,8;18
95;Archives municipales d'Avignon;791W;15/09/2004;Archives publiques;Versement;;;Action culturelle;Subventions aux associations, Avignon 2000, divers établissements culturels de la ville, correspondance.;;6,8;68
96;Archives municipales d'Avignon;787W;17/09/2004;Archives publiques;Versement;;;Affaires générales et militaires;6 cartons de plis d'huissiers civil et pénal (septembre à décembre 2003);;2,9;15
97;Archives municipales d'Avignon;788W;17/09/2004;Archives publiques;Versement;;;Voirie travaux neufs;56 dossiers de travaux (1964-2002);;5,6;56
98;Archives municipales d'Avignon;789W;17/09/2004;Archives publiques;Versement;;;Affaires générales et militaires;7 cartons de plis d'huissiers civil et pénal (janvier à juin 2004);;4;7
99;Archives municipales d'Avignon;790W;17/09/2004;Archives publiques;Versement;;;Jumelages;78 articles concernant diverses manifestations et le fonctionnement du service;;7,8;78
101;Archives municipales d'Avignon;796W;03/11/2004;Archives publiques;Versement;;;Direction générale des services techniques;19 articles contenant les dossiers du personnel des services techniques;;1,9;19
102;Archives municipales d'Avignon;794W;03/11/2004;Archives publiques;Versement;;;Direction générale des services techniques;24 articles de dossiers d'affaires suivies par M. DUBUY;;2,4;24
103;Archives municipales d'Avignon;792W;03/11/2004;Archives publiques;Versement;;;Cabinet du Maire;20 articles de suivi des affaires par le Chef de Cabinet Robert RADICE;;2;20
105;Archives municipales d'Avignon;795W;08/11/2004;Archives publiques;Versement;;;Cabinet Yves Duverger;suivi des affaires par l'adjoint + vrac.;;10;0
106;Archives municipales d'Avignon;797W;09/11/2004;Archives publiques;Versement;;;Voirie circulation;20 articles d'arrêtés municipaux (2002);;2;20
110;Archives municipales d'Avignon;793W;02/12/2004;Archives publiques;Versement;;;Commande publique;51 articles marchés;;8,1;51
111;Archives municipales d'Avignon;798W;02/12/2004;Archives publiques;Versement;;;Direction administrative des services techniques;7 articles chronos et commissions de sécurité;;0,8;7
112;Archives municipales d'Avignon;750W;19/09/2003;Archives publiques;Versement;;;Personnel-gestion;14 articles concernant la gestion de la paie 2001 titulaires cellule 1;;1,3;14
113;Archives municipales d'Avignon;751W;06/08/2003;Archives publiques;Versement;;;Personnel-gestion;15 articles concernant la gestion de la paie des titulaires cellule 2 pour l'année 2001;;1,5;15
115;Archives municipales d'Avignon;800W;15/12/2004;Archives publiques;Versement;;;Foncier;42 articles de DIA;;4,2;42
116;Archives municipales d'Avignon;799W;07/12/2004;Archives publiques;Versement;;;Personnel-carrières;Registres des arrêtés du Maire concernant le personnel municipal;;3;57
117;Archives municipales d'Avignon;803W;30/12/2004;Archives publiques;Versement;;;Archives municipales;12 articles chrono courrier 2003-2004.;;1,4;12
118;Archives municipales d'Avignon;801W;05/01/2005;Archives publiques;Versement;;;Centre de vacances et de loisirs;24 articles divers centres aérés et colonies de 1972 à 2000, 3 articles de photos des colonies de Villard de Lans et de Boulouris.;;2,2;24
119;Archives municipales d'Avignon;802W;10/01/2005;Archives publiques;Versement;;;Centre de vacances et de loisirs;28 articles éliminables à la source (1997-2003);;2,8;28
120;Archives municipales d'Avignon;806W;18/01/2005;Archives publiques;Versement;;;Voirie circulation;22 articles d'arrêtés du bureau circulation-règlementation;;2,2;22
121;Archives municipales d'Avignon;807W;19/01/2005;Archives publiques;Versement;;;Bibliothèques;correspondance, chronos (Echant 3 et 8), dossiers expos, statistiques;;3,9;38
122;Archives municipales d'Avignon;808W;19/01/2005;Archives publiques;Versement;;;Bibliothèques;factures, chronos, budgets, dossiers ancien personnel : articles éliminables à la source;;10;20
123;Archives municipales d'Avignon;809W;26/01/2005;Archives publiques;Versement;;;Foncier;20 articles de taxes sur la publicité et taxes de séjour;;2;20
124;Archives municipales d'Avignon;65Z;01/02/2005;Archives publiques;Versement;;;Agence de développement social urbain;"Chronos courrier (années 3 et 8) ; Dossiers demandes de subventions (années 3 et 8) ; Dossiers divers sur les actions de l'ADSU ; Documentation ; Archives de Denis CHASTANIER (ancien Directeur DSU).";;7,5;66
125;Archives municipales d'Avignon;810W;02/02/2005;Archives publiques;Versement;;;Direction générale;17 articles de dossiers suivis par la Direction;;1,8;17
126;Archives municipales d'Avignon;814 W;09/02/2005;Archives publiques;Versement;;;Hygiène;Chrono départ et arrivée 1999, documents éliminables.;;1;10
127;Archives municipales d'Avignon;811W;09/02/2005;Archives publiques;Versement;;;Elections;28 registres de listes électorales de1985 à 1989.;;1,4;28
128;Archives municipales d'Avignon;815W;11/02/2005;Archives publiques;Versement;;;Hygiène;Chrono départ et arrivée 1998.;;1,1;11
129;Archives municipales d'Avignon;812W;15/02/2005;Archives publiques;Versement;;;Régies municipales;dossiers terrasses, registres secteurs;;1,5;15
130;Archives municipales d'Avignon;813W;15/02/2005;Archives publiques;Versement;;;Régies municipales;Factures, titres de recette, arrêtés;;19,3;193
131;Archives municipales d'Avignon;804W;16/02/2005;Archives publiques;Versement;;;Financiers;Comptabilité générale. Comptabilité des opérations d'aménagement.;;1,2;12
132;Archives municipales d'Avignon;805W;16/02/2005;Archives publiques;Versement;;;Financiers;Articles éliminables du 804W;;18,3;56
133;Archives municipales d'Avignon;816W;24/02/2005;Archives publiques;Versement;;;Aménagement urbain;Permis de construire, certificats d'urbanisme, permis de démolir, déclarations de travaux (1997-2000).;;12;60
134;Archives municipales d'Avignon;817W;05/10/2003;Archives publiques;Versement;;;Eau et assainissement;45 articles concernant la réalisation de la station d'épuration  et les collecteurs (rentrés le 15/10/2003).;;9;45
135;Archives municipales d'Avignon;818W;09/03/2005;Archives publiques;Versement;;;Hygiène;15 articles de doubles des permis de construire et des déclarations de travaux (1999-2001).;;1,5;15
136;Archives municipales d'Avignon;819 W;10/03/2005;Archives publiques;Versement;;;Musée Calvet;Correspondance, expositions.;;13;137
137;Archives municipales d'Avignon;820W;11/03/2005;Archives publiques;Versement;;;Secrétariat général;6 articles de listes d'enregistrement du courrier 2004.;;0,6;6
138;Archives municipales d'Avignon;821W;11/03/2005;Archives publiques;Versement;;;Secrétariat général;5 articles de factures de l'économat.;;0,5;5
141;Archives municipales d'Avignon;823W;05/04/2005;Archives publiques;Versement;;;Voirie circulation;68 articles d'arrêtés du bureau de la règlementation.;;6,8;68
143;Archives municipales d'Avignon;824W;13/04/2005;Archives publiques;Versement;;;Aménagement urbain;42 articles de procès-verbaux (1985-1999);;4,2;42
144;Archives municipales d'Avignon;822W;23/02/2005;Archives publiques;Versement;;;Aménagement urbain;5 articles de certificats d'urbanisme (1997 et 2000).;;1;5
145;Archives municipales d'Avignon;829W;27/05/2005;Archives publiques;Versement;;;Hygiène;82 articles de dossiers de plaintes (1994-1999);;8,2;82
146;Archives municipales d'Avignon;832W;08/07/2005;Archives publiques;Versement;;;Affaires générales et militaires;11 cartons de plis d'huissiers (2004-2005) pour élimination.;;6;11
147;Archives municipales d'Avignon;THEM420;04/07/2005;Archives publiques;Versement;;;Cabinet Michel Chirinian;8 tomes de revue de presse du 58ème Festival d'Avignon (2004);;0,5;8
148;Archives municipales d'Avignon;Fi;13/07/2005;Archives publiques;Versement;;;Musée Calvet;Photographies NB d'oeuvres du musée (tableaux, sculptures, ferronnerie, objets d'art...);;1;24
149;Archives municipales d'Avignon;831W;08/08/2005;Archives publiques;Versement;;;Hygiène;27 articles concernant le fonctionnement du service.;;2,7;27
150;Archives municipales d'Avignon;833W;08/08/2005;Archives publiques;Versement;;;Hygiène;23 articles éliminables du 831W;;2,3;23
151;Archives municipales d'Avignon;837W;10/09/2005;Archives publiques;Versement;;;Secrétariat général;6 registres officiels de délibérations 1997-1998;;1;6
152;Archives municipales d'Avignon;838W;22/10/2005;Archives publiques;Versement;;;Personnel-carrières;14 boites de CAP, CTP, chronos du service;;1,8;14
153;Archives municipales d'Avignon;825W;13/06/2005;Archives publiques;Versement;;;Personnel-gestion;Dossiers individuels, accidents de service et bulletins de salaire;;21;209
154;Archives municipales d'Avignon;826W;13/06/2005;Archives publiques;Versement;;;Personnel-gestion;26 boites d'éléments variables de paie pour pilon;;2,6;26
155;Archives municipales d'Avignon;830W;13/06/2005;Archives publiques;Versement;;;Commande publique;121 articles de candidatures et offres non retenues;;12,5;121
156;Archives municipales d'Avignon;827W;09/05/2005;Archives publiques;Versement;;;Protocole;28 articles : vins d'honneur, cérémonies etc...;;2,8;28
157;Archives municipales d'Avignon;828W;09/05/2005;Archives publiques;Versement;;;Protocole;4 articles éliminables.;;0,4;4
158;Archives municipales d'Avignon;834W;26/09/2005;Archives publiques;Versement;;;Voirie travaux neufs;15 articles travaux voirie;;1,5;15
159;Archives municipales d'Avignon;842W;25/10/2005;Archives publiques;Versement;;;Personnel-carrières;Articles éliminables du 838W;;1,2;8
160;Archives municipales d'Avignon;839W;19/10/2005;Archives publiques;Versement;;;Voirie circulation;40 articles d'arrêtés temporaires de voirie;;4;40
161;Archives municipales d'Avignon;840W;08/11/2005;Archives publiques;Versement;;;Centre de vacances et de loisirs;40 articles de dossiers d'inscriptions dans les centres de loisirs (éliminables à la source).;;4;40
162;Archives municipales d'Avignon;843W;08/11/2005;Archives publiques;Versement;;;Direction générale;17 articles concernant les dossiers suivis par Jean-Louis CROS;;1,7;17
166;Archives municipales d'Avignon;835W;29/12/2005;Archives publiques;Versement;;;Contentieux;18 articles d'affaires contentieuses;;1,8;18
167;Archives municipales d'Avignon;841W;28/11/2005;Archives publiques;Versement;;;Personnel-gestion;299 dossiers individuels de personnel non titulaire (2001-2003) et 18 boites d'éléments variables de paie (2003);;5,3;53
170;Archives municipales d'Avignon;836W;28/12/2005;Archives publiques;Versement;;;Archives municipales;Dossiers de fonctionnement;;3;12
171;Archives municipales d'Avignon;849W;11/01/2006;Archives publiques;Versement;;;Voirie circulation;27 articles d'arrêtés temporaires de voirie 2004.;;2,7;27
172;Archives municipales d'Avignon;850W;13/01/2006;Archives publiques;Versement;;;Direction administrative des services techniques;Commissions de sécurité + 4 registres.;;1,1;11
173;Archives municipales d'Avignon;851W;11/01/2006;Archives publiques;Versement;;;Voirie circulation;40 articles d'arrêtés temporaires de voirie 2004.;;4;40
174;Archives municipales d'Avignon;848W;07/12/2005;Archives publiques;Versement;;;Foncier;48 articles de DIA;;5;48
175;Archives municipales d'Avignon;852W;20/01/2006;Archives publiques;Versement;;;Direction générale des services techniques;8 articles de dossiers suivis par le directeur;;0,9;8
176;Archives municipales d'Avignon;854W;31/01/2006;Archives publiques;Versement;;;Etat-civil;"346 articles naissances (854W) ; Mariages (855W) ; Décès (856W)";;37;55
177;Archives municipales d'Avignon;858W;09/02/2006;Archives privées;Versement;;;Enseignement;276 articles des restaurants scolaires, du service enseignement.;;4,5;44
178;Archives municipales d'Avignon;860W;08/02/2006;Archives publiques;Versement;;;Secrétariat général;25 articles de factures, listes d'enregistement du courrier, de décisions et de conventions.;;2,5;25
179;Archives municipales d'Avignon;862W;13/02/2006;Archives publiques;Versement;;;Contentieux;14 articles de chronos et registres courriers (1994-2005);;1,4;14
180;Archives municipales d'Avignon;865W;01/03/2006;Archives publiques;Versement;;;Aménagement urbain;46 articles de DT, PC et PD de l'année 2001;;0;46
181;Archives municipales d'Avignon;864W;15/03/2006;Archives publiques;Versement;;;Hygiène;27 articles de dossiers de plaintes et de correspondance.;;2,7;27
182;Archives municipales d'Avignon;867W;15/03/2006;Archives publiques;Versement;;;Affaires générales et militaires;48 articles et registres;;7,5;48
183;Archives municipales d'Avignon;869W;18/04/2006;Archives publiques;Versement;;;Commande publique;98 articles de candidatures et offres non retenues (2005) ;;20;98
185;Archives municipales d'Avignon;68Z;22/03/2006;Archives privées;Versement;;;Fondation Calvet;Cinq liasses sur les biens de la fondation à Avignon et Cavaillon (immeubles et terres).;;0,5;5
187;Archives municipales d'Avignon;870W;24/04/2006;Archives publiques;Versement;;;Mairie intra-muros;44 articles;;4,5;44
188;Archives municipales d'Avignon;871W;25/04/2006;Archives publiques;Versement;;;Secrétariat général;30  dossiers de séances du CM revenus de Préfecture, 3 cartons de bobines audio et vidéo d'enregistrement des séances (2000-2002).;;4;33
189;Archives municipales d'Avignon;875W;05/05/2006;Archives publiques;Versement;;;Secrétariat général;56 registres des arrêtés généraux et particuliers du Maire (1997-2003).;;3,45;56
190;Archives municipales d'Avignon;877W;16/05/2006;Archives publiques;Versement;;;Secrétariat général;7 registres officiels des séances du CM 1999.;;0,7;7
191;Archives municipales d'Avignon;874W;17/05/2006;Archives publiques;Versement;;;Financiers;132 articles de factures et de marchés (1995-2003).;;14,3;132
194;Archives municipales d'Avignon;879W;19/07/2006;Archives publiques;Versement;;;Affaires générales et militaires;4 cartons de plis d'huissiers (janvier-mars 2006);;1,2;4
195;Archives municipales d'Avignon;880W;25/07/2006;Archives publiques;Versement;;;Direction générale des services techniques;16 articles (affaires suivies par le Directeur et chronos du service).;;1,6;16
196;Archives municipales d'Avignon;882W;20/07/2006;Archives publiques;Versement;;;Personnel-formation;28 articles sur les formations et stages du personnel;;0;28
197;Archives municipales d'Avignon;882W;20/07/2006;Archives publiques;Versement;;;Personnel-formation;54 articles concernant les stages et formations du personnel municipal hors échantillonnage 3 et 8;;5,6;54
198;Archives municipales d'Avignon;883W;20/07/2006;Archives publiques;Versement;;;Personnel-formation;13 articles concernant les stages et formation du personnel municipal (années à conserver);;1,3;13
199;Archives municipales d'Avignon;878W;20/07/2006;Archives publiques;Versement;;;Cabinet des élus;26 articles des affaires suivies par Christian BOUILLOT, adjoint au Maire;;2,6;26
200;Archives municipales d'Avignon;884W;17/08/2006;Archives publiques;Versement;;;Direction générale;2 articles du secrétariat de Jacques MONTAIGNAC (DGA chargé du Département Culture);;0,2;2
201;Archives municipales d'Avignon;897W;24/08/2006;Archives publiques;Versement;;;Architecture patrimoine historique;Enquête Melissinos (1983-1985) : 12 volumes de diagnostic de façades et 4 dossiers d'étude.;;1;16
202;Archives municipales d'Avignon;887W;27/11/2006;Archives publiques;Versement;;;Direction administrative des services techniques;Dossiers administratifs des services techniques : instructions, délibérations et marchés;;7;70
203;Archives municipales d'Avignon;888W;13/09/2006;Archives publiques;Versement;;;Centre de vacances et de loisirs;1 carton comprenant plusieurs boites n° 4, 5, 6, 7, 16, 36 (chrono 1998, 2003,  grand livre régie recettes 2000). ;;0,6;6
204;Archives municipales d'Avignon;885W;04/09/2006;Archives publiques;Versement;;;Direction générale des services techniques;10 articles des dossiers de suivi du Directeur;;1,6;10
205;Archives municipales d'Avignon;886W;04/09/2006;Archives publiques;Versement;;;Direction générale;7 articles des dossiers suivis par le Directeur Général.;;0,9;7
206;Archives municipales d'Avignon;70 Z;20/10/2006;Archives publiques;Versement;;;SITURA;107 boites + un tube affiches du SITURA avant son transfert à la COGA;;10;100
207;Archives municipales d'Avignon;889W;25/10/2006;Archives publiques;Versement;;;Aménagement urbain;Collecte vrac plans, POS;;0;0
208;Archives municipales d'Avignon;890W;25/10/2006;Archives publiques;Versement;;;Aménagement urbain;Collecte vrac photos;;0;0
209;Archives municipales d'Avignon;891W;07/11/2006;Archives publiques;Versement;;;Aménagement urbain;49 articles de PC, PD, DT (2002).;;0;0
210;Archives municipales d'Avignon;892W;08/11/2006;Archives publiques;Versement;;;Aménagement urbain;46 articles de PC, PD, DT (2003);;0;0
211;Archives municipales d'Avignon;895W;15/11/2006;Archives publiques;Versement;;;Architecture patrimoine historique;4 cartons de dossiers travaux suivis par Axel de la Peine;;2,4;4
212;Archives municipales d'Avignon;896W;28/11/2006;Archives publiques;Versement;;;Foncier;35 boites de DIA en DPU (2005);;3,5;35
222;Archives municipales d'Avignon;897W;27/11/2006;Archives publiques;Versement;;;Architecture patrimoine historique;5 cartons vrac archives Michel Silvestre;;0;5
229;Archives municipales d'Avignon;920W;13/12/2006;Archives publiques;Versement;;;Eau et assainissement;23 rouleaux de calques rangés en 77Fi.;;1,2;23
230;Archives municipales d'Avignon;900W;13/12/2006;Archives publiques;Versement;;;Voirie travaux neufs;57 articles + 28 articles chronos (dont 3 cartons de photos qui seront tranférées en série Fi);;8,5;85
231;Archives municipales d'Avignon;899W;14/12/2006;Archives publiques;Versement;;;Voirie circulation;58 articles de dossiers des réseaux classés par rues d'après le fichier Rivoli (archives de M. FAUDUET);;8,7;58
232;Archives municipales d'Avignon;898W;13/12/2006;Archives publiques;Versement;;;Voirie circulation;21 articles d'arrêtés temporaires de voirie (2005);;2,1;21
233;Archives municipales d'Avignon;902W;18/12/2006;Archives publiques;Versement;;;Voirie circulation;16 articles de doubles de factures du service (1996-2004).;;1,6;16
243;Archives municipales d'Avignon;1E;09/01/2007;Archives publiques;Versement;;;Etat-civil;3 registres naissances, mariages et décès Avignon 1906.;;0,3;3
244;Archives municipales d'Avignon;1E 507;11/01/2007;Archives publiques;Versement;;;Mairie de Montfavet;1 registre naissances, mariages et décès Montfavet 1906.;;0,1;1
245;Archives municipales d'Avignon;903W;18/01/2007;Archives publiques;Versement;;;Secrétariat général;36 articles de correspondance, arrêtés du Maire, économat;;3,6;36
246;Archives municipales d'Avignon;905W;18/01/2007;Archives publiques;Versement;;;Etat-civil;45 articles du bureau des décès 2005;;4,5;45
247;Archives municipales d'Avignon;907W;19/01/2007;Archives publiques;Versement;;;Direction administrative des services techniques;45 articles fiches TEC et correspondance (2003-2005);;4,5;45
248;Archives municipales d'Avignon;909W;19/01/2007;Archives publiques;Versement;;;Direction administrative des services techniques;8 articles commissions de sécurité 2003;;0,8;8
249;Archives municipales d'Avignon;910W;31/01/2007;Archives publiques;Versement;;;Aménagement urbain;27 boites concernant l'assainissement, l'agriculture et 8 planches gare TGV (1990-2006);;3;27
250;Archives municipales d'Avignon;912W ;31/01/2007;Archives publiques;Versement;;;Protocole;27 articles de vins d'honneur, cérémonies diverses, chrono (1989-2006);;2,7;27
251;Archives municipales d'Avignon;914W;01/02/2007;Archives publiques;Versement;;;Bureau du cinéma;25 articles de dossiers de suivi des tournages dans la ville, dossiers de fonctionnement du bureau (2000-2006);;2,5;25
252;Archives municipales d'Avignon;915W;05/02/2007;Archives publiques;Versement;;;Hygiène;56 articles de dossiers de plaintes, de PC, DT et chronos (1992-2002);;5,6;56
258;Archives municipales d'Avignon;785W;17/09/2004;Archives publiques;Versement;;;Personnel-gestion;articles éliminables du 784W;;5,5;51
259;Archives municipales d'Avignon;916W;05/02/2007;Archives publiques;Versement;;;Hygiène;articles éliminables du 915W;;0;0
260;Archives municipales d'Avignon;913W;09/02/2007;Archives publiques;Versement;;;Protocole;articles éliminables du 912W;;0;0
261;Archives municipales d'Avignon;911W;31/01/2007;Archives publiques;Versement;;;Aménagement urbain;articles éliminables du 910W;;0;0
262;Archives municipales d'Avignon;906W;18/01/2007;Archives publiques;Versement;;;Etat-civil;9 articles de dossiers mariages, publications, jugements (2005);;1,6;9
263;Archives municipales d'Avignon;908W;09/02/2007;Archives publiques;Versement;;;Direction administrative des services techniques;articles éliminables du 907W;;3,3;33
264;Archives municipales d'Avignon;904W;18/01/2007;Archives publiques;Versement;;;Secrétariat général;articles éliminables du 903W;;0;0
265;Archives municipales d'Avignon;876W;25/04/2006;Archives publiques;Versement;;;Secrétariat général;3 cartons de bobines audio et vidéo d'enregistrement des séances du CM (2000-2002).;;1,5;3
266;Archives municipales d'Avignon;855W;31/01/2006;Archives publiques;Versement;;;Etat-civil;63 articles du bureau des mariages (2001-2004);;10,2;63
267;Archives municipales d'Avignon;856W;31/01/2006;Archives publiques;Versement;;;Etat-civil;13 articles du bureau des décès (2001-2004);;1,3;13
268;Archives municipales d'Avignon;857W;31/01/2006;Archives publiques;Versement;;;Etat-civil;articles éliminables des naissances, mariages et décès (1992-2004);;29;284
269;Archives municipales d'Avignon;859W ;09/02/2006;Archives publiques;Versement;;;Enseignement;articles éliminables du 858W;;30;248
270;Archives municipales d'Avignon;917W;09/02/2007;Archives publiques;Versement;;;Voirie travaux neufs;11 articles de dossiers de travaux (1991-1998);;1,1;11
275;Archives municipales d'Avignon;918W;12/02/2007;Archives publiques;Versement;;;Etat-civil;13 articles du bureau des naissances, 12 boites de certificats de naissance 2005, 1 boite d'avis de réception;;1,4;13
276;Archives municipales d'Avignon;919W;23/02/2007;Archives publiques;Versement;;;Etat-civil;9 articles du bureau des naissances (mentions, légitimations, adoptions, rectifications) (2005);;1;9
282;Archives municipales d'Avignon;921W;15/03/2007;Archives publiques;Versement;;;Voirie travaux neufs;Calques;;0;0
337;Archives municipales d'Avignon;945W;14/12/2007;Archives publiques;Versement;;;Enseignement;29 articles de gestion comptable (2002-2003). 39 + 76 articles de gestion comptable, de chronos (2001-2006);;14,3;143
338;Archives municipales d'Avignon;946W;14/12/2007;Archives publiques;Versement;;;Enseignement;Articles éliminables du 945W;;0;0
339;Archives municipales d'Avignon;947W;13/12/2007;Archives publiques;Versement;;;Financiers;40 fichiers de données numériques;;0;40
341;Archives municipales d'Avignon;948W;22/01/2008;Archives publiques;Versement;;;Régies municipales;122 articles;;9,8;122
342;Archives municipales d'Avignon;949W;22/01/2008;Archives publiques;Versement;;;Secrétariat général;25 articles d'arrêtés municipaux 2006;;2,5;25
343;Archives municipales d'Avignon;950W;22/01/2008;Archives publiques;Versement;;;Cabinet Albert Mansour;15 articles dossiers suivis par l'adjoint, correspondance (2001-2003);;1,3;15
344;Archives municipales d'Avignon;953W;22/01/2008;Archives publiques;Versement;;;Régies municipales;Articles éliminables du 948W;;0;0
345;Archives municipales d'Avignon;951W;23/01/2008;Archives publiques;Versement;;;Voirie circulation;20 articles d'arrêtés temporaires d'occupation du domaine public;;2;20
346;Archives municipales d'Avignon;952W;06/02/2008;Archives publiques;Versement;;;Commande publique;30 articles de candidatures et offres non retenues (1999-2008) + 61 articles idem (entrée du 15/02/2008);;18,2;91
347;Archives municipales d'Avignon;954W;12/02/2008;Archives publiques;Versement;;;Personnel-carrières;11 articles des CAP et chronos (2003-2006).;;1,1;11
348;Archives municipales d'Avignon;955W;12/02/2008;Archives publiques;Versement;;;Personnel-gestion;9 articles de dossiers individuels du personnel (1991-2005).;;0,9;9
350;Archives municipales d'Avignon;956W;27/02/2008;Archives publiques;Versement;;;Secrétariat général;14 registres officiels des délibérations du CM (2000-2001);;2,5;14
352;Archives municipales d'Avignon;964W;29/04/2008;Archives publiques;Versement;;;Cabinet Christian Bouillot;4 articles de correspondance de l'élu.;;0,5;4
353;Archives municipales d'Avignon;957W;05/03/2008;Archives publiques;Versement;;;Personnel-gestion;12 articles d'éléments variables de paie (2006);;1,2;12
354;Archives municipales d'Avignon;958W;05/03/2008;Archives publiques;Versement;;;Enseignement;42 articles de dossiers d'inscription aux cantines scolaires (2004-2006);;13,6;42
355;Archives municipales d'Avignon;959W;20/03/2008;Archives publiques;Versement;;;Cabinet Albert Mansour;44 articles de dossiers suivi par l'élu délégué aux déplacements urbains, à la circulation et au stationnement;;4,4;44
356;Archives municipales d'Avignon;960W;20/03/2008;Archives publiques;Versement;;;Cabinet Michel Chirinian;59 articles de commissions d'équipement commercial (2001-2007).;;5,9;59
357;Archives municipales d'Avignon;962W;28/03/2008;Archives publiques;Versement;;;Commande publique;81 articles de candidatures et offres non retenues (2008);;0;81
358;Archives municipales d'Avignon;963W;11/04/2008;Archives publiques;Versement;;;Cabinet François Féraud;12 articles de correspondance de l'élu délégué aux anciens combattants, aux harkis et aux rapatriés.;;1,2;12
363;Archives municipales d'Avignon;966W;07/05/2008;Archives publiques;Versement;;;Contentieux;61 articles (1991-2007);;6,5;61
364;Archives municipales d'Avignon;965W;15/05/2008;Archives publiques;Versement;;;Commande publique;4 articles de marchés soldés et 4 articles de délégations de service public;;1;8
365;Archives municipales d'Avignon;967W;14/05/2008;Archives publiques;Versement;;;Commande publique;12 articles de procédures infructueuses et de marchés sans suite;;2,4;12
366;Archives municipales d'Avignon;968W;16/05/2008;Archives publiques;Versement;;;Voirie direction;Plans (MAP 1);;0;0
367;Archives municipales d'Avignon;969W;16/05/2008;Archives publiques;Versement;;;Voirie direction;Plans (MAP 4);;0;0
368;Archives municipales d'Avignon;970W;16/05/2008;Archives publiques;Versement;;;Voirie direction;Plans (MAP 3);;0;0
369;Archives municipales d'Avignon;971W;16/05/2008;Archives publiques;Versement;;;Voirie direction;Plans (MAP 2);;0;0
370;Archives municipales d'Avignon;972W;16/05/2008;Archives publiques;Versement;;;Voirie direction;Plans (MAP 5);;0;0
371;Archives municipales d'Avignon;973W;16/05/2008;Archives publiques;Versement;;;Voirie direction;Plans (MAP 6);;0;0
372;Archives municipales d'Avignon;51Z;27/05/2008;Archives publiques;Versement;;;COSSLMA;36 articles de fonctionnement du comité (1993-2004);;3,6;36
373;Archives municipales d'Avignon;974W;28/05/2008;Archives publiques;Versement;;;Affaires générales et militaires;13 articles de fonctionnement du service (1999-2007);;2,3;13
